customer_id,age,annual_income,avg_monthly_spend,credit_utilization,loan_amount,loan_term_months,interest_rate,default_status,debt_to_income_ratio,loan_to_income_ratio,age_group,income_band
31,44,345875.29,65378.33530986457,0.5105788736631424,1549341.430354944,36,14.079519653406258,0,2.268274278045057,4.479479960406955,40-60,Low
32,30,1029235.035,33861.58261742387,0.6745085925288673,2341646.6253364664,24,15.543883579164076,0,0.3947970848165758,2.2751330315300295,25-40,High
33,40,513232.41,43332.68034819868,0.6605138756934466,2576544.667591861,36,15.988025534113525,0,1.0131709417540178,5.020229855694151,25-40,Medium
34,54,230920.26,76804.73388092761,0.7941811862388464,2219369.5021348046,60,8.055072931369246,1,3.9912340587661355,9.61097784202566,40-60,Low
35,40,439687.88,48593.09108171464,0.592396770962159,1691477.5303499927,24,8.296746816403164,0,1.3262068833477414,3.846996033527221,25-40,Medium
36,23,494064.27,69907.4518779986,0.45457246353478625,2079556.660017011,36,13.862881076593794,1,1.697935822268595,4.2090812598470455,<25,Medium
37,36,482047.67,81511.26380581096,0.18123501994755514,817612.5565040695,12,10.025128451668976,0,2.0291253885113303,1.6961238636503928,25-40,Medium
38,44,594844.14,48272.61734577221,0.6076395691348155,1192824.9008322204,36,11.12544715198716,0,0.9738204837140473,2.005273012914308,40-60,High
39,30,162550.66,39493.19944540903,0.6179826760524105,2801917.5960557773,36,12.65159464966823,0,2.915511960055458,17.23719605971318,25-40,Low
40,36,184517.59,47413.36476643336,0.6586399430641363,2662309.4756028466,36,9.44408845820993,0,3.083502105122879,14.428486062509524,25-40,Low
41,22,434155.97,83222.2590297701,0.6151479092185663,344447.96199030755,24,14.227335054337473,0,2.300249627702324,0.7933737776087879,<25,Medium
42,48,364545.44,36707.915051551994,0.27058099712336037,1907896.4639692705,36,13.916801478432243,0,1.2083403940497073,5.23363140674389,40-60,Low
43,37,321483.8,48178.17878344275,0.6879351838531708,2209108.75188772,24,12.876706337389056,1,1.7983430126224493,6.871602089709405,25-40,Low
44,57,355800.27,20534.487024124013,0.37356668427009854,2115253.1672605583,60,8.396572201561833,1,0.6925622745859303,5.945057791160637,40-60,Low
45,47,269862.13,27400.790165726823,0.5704085413073128,1712262.093732848,24,10.45279344966049,0,1.2184350653006477,6.344951378442199,40-60,Low
46,26,331639.57,46924.19341860805,0.11843324390818544,611395.4041569291,12,15.044279537539618,0,1.6978984776252621,1.8435538441836994,25-40,Low
47,38,431358.09,74016.6940054649,0.6656898474514591,2892692.05162275,12,10.680583877182588,0,2.059078868940603,6.706010896011594,25-40,Medium
48,49,439687.88,24794.20568344678,0.06625261150648831,1520585.5114202118,60,10.748946191441092,0,0.6766856257246876,3.458329375420154,40-60,Medium
49,57,391167.7,25802.250598545957,0.7277427124458989,2192813.8631503363,48,14.920098308485532,0,0.7915454348161964,5.605815263249845,40-60,Medium
50,64,236131.03,17429.20408338681,0.7105416669176264,740342.8505860772,60,10.534350401146005,1,0.8857389433343077,3.135305218403855,60+,Low
51,24,763391.41,94524.91435753024,0.7491297725002424,146856.60818265277,12,9.705288661920367,0,1.4858681371465299,0.1923739332915113,<25,High
52,51,484795.88,99035.31044414312,0.7254735297425255,611976.9897333493,12,15.499477237333124,1,2.451389903168561,1.2623395020051518,40-60,Medium
53,60,360445.21,35774.52575953335,0.4629405290792888,2084704.9381095779,12,14.620362640368278,1,1.1910112749574344,5.783694387586889,40-60,Low
54,35,295928.86,26597.175373129096,0.5115489379632336,2139104.532514107,48,15.63168397381899,0,1.0785230763824425,7.228441769802739,25-40,Low
55,45,816944.16,86448.85919966303,0.5040836613607927,2276098.654303728,12,14.755248116334544,0,1.269837476279843,2.786112889654206,40-60,High
56,23,347598.55,39394.708106809645,0.3376088312639041,373667.26463071216,36,15.086780642650801,0,1.3600071038320378,1.0749966150051897,<25,Low
57,41,541289.87,22940.86075020514,0.1943239725349185,1518007.4583000904,36,8.686256950115222,0,0.5085820819119738,2.8044261354828057,40-60,High
58,57,605002.49,68741.84726106556,0.47332104464472047,1612083.8359857362,36,14.682422911830127,0,1.3634690447849012,2.6645904151332274,40-60,High
59,44,839228.28,84220.21958732053,0.3718324063998241,1015639.8130291164,36,10.476293562301766,0,1.2042523579494324,1.2102068498324632,40-60,High
60,29,522997.41,38693.64475348689,0.517611884712135,2815445.9862538003,36,10.734413897672479,0,0.8878126892480075,5.383288583118988,25-40,Medium
61,35,342831.2,84317.14052809251,0.5230369929684576,1569578.2051885873,60,11.500514563511093,0,2.9513232352747067,4.578282855202756,25-40,Low
62,48,222230.58,67362.84841911365,0.2944796177103363,2486815.289649543,36,14.699186276388646,0,3.637457009873996,11.190247938197988,40-60,Low
63,61,445031.2,40888.53790862033,0.35644698866303337,735461.7688669161,48,12.90516984368157,0,1.1025349568826723,1.652607207914672,60+,Medium
64,59,156983.37,42893.95779055544,0.37353151306252297,2431210.9551602467,60,10.399246893885575,1,3.278866376015914,15.487060541255081,40-60,Low
65,38,439687.88,73237.20335473324,0.532176797407913,1557271.1560105742,36,15.808457974154852,0,1.9987961466138182,3.541765026615185,25-40,Medium
66,30,339845.74,55209.23111811517,0.14039545635458617,1268419.7158583114,48,11.280729928974033,1,1.9494455732103102,3.732339607547564,25-40,Low
67,34,748734.75,55579.310935986745,0.15640050574210518,1455502.6909359044,12,12.699769098875105,0,0.8907717068452358,1.9439496977212616,25-40,High
68,30,540694.49,44766.019536067484,0.08618932680533015,1596376.163980755,48,9.71306792501198,0,0.9935226719858191,2.9524550249823243,25-40,High
69,32,548519.25,24412.12104688122,0.7747448330894722,2169582.8478034227,60,9.203060562143081,1,0.5340659467513212,3.955344954262631,25-40,High
70,44,544771.77,96701.39959740893,0.44224186292119083,948691.1148128359,12,15.120457609630382,1,2.130097150902124,1.7414469086987308,40-60,High
71,38,236148.1,80727.57495953217,0.5924606531912402,2648004.6935811173,60,12.045206529312658,1,4.102217631708178,11.213322036387831,25-40,Low
72,44,439687.88,79556.01798680046,0.5073177707433024,629619.8159558886,48,8.055416277914492,0,2.1712497871026275,1.4319699145582283,40-60,Medium
73,57,479560.51,91297.43957676702,0.37866895953798574,2407550.340043021,36,15.087830433305639,0,2.2845277125116166,5.020326506957424,40-60,Medium
74,65,197507.48,98112.27115942808,0.6464504297416042,1152318.5581068774,24,10.9422354200824,0,5.961026154113946,5.83430337983593,60+,Low
75,49,439687.88,42325.16842164987,0.6231142253308738,2255698.66850802,48,15.676210435279105,0,1.155142191001031,5.1302270795092655,40-60,Medium
76,56,729509.51,80014.41075392385,0.35866238008486334,1393998.5800943947,36,8.749875239294038,1,1.3161897355485963,1.9108710181096813,40-60,High
77,59,1029235.035,34853.45948768192,0.6107072281143126,885739.7278608414,24,10.146887951022155,0,0.4063615205755049,0.8605806232206635,40-60,High
78,31,367070.07,34539.13311082543,0.9608340849974351,2978304.8458008794,12,14.424349619204456,0,1.1291293712121644,8.113722935244706,25-40,Medium
79,46,310223.43,48146.63636553107,0.38551421074492453,801188.7266061319,60,9.849941258121166,0,1.862398453870402,2.582618361888823,40-60,Low
80,23,452393.73,72959.09899212541,0.42273331378010764,702360.4689726521,12,15.601559094521303,0,1.9352814370471156,1.55254244786428,<25,Medium
81,42,627503.55,10185.964901245767,0.4308422294689083,2825496.6717708926,36,14.187685276151614,0,0.1947902586606071,4.502758066900007,40-60,High
82,21,146341.65,65623.84444445881,0.8947612144755618,2533012.4218250015,48,8.245590263324306,1,5.381148383481434,17.30889614696159,<25,Low
83,42,497520.58,70541.1311044305,0.6864702994932157,2838362.918715288,36,12.047157948956626,0,1.7014242370700847,5.705016099465248,40-60,Medium
84,42,308303.93,81529.59852805918,0.6331990876122274,2873546.9542439887,24,11.966749774427534,1,3.1733464517844783,9.320500566580481,40-60,Low
85,44,379532.76,78458.76758956425,0.4064597274690569,2147669.10423617,48,14.896355682951869,1,2.480695503267678,5.658718641932702,40-60,Medium
86,40,309862.75,75528.22238464032,0.7584840306349117,1685644.8114295262,12,12.562137814264183,0,2.924968130618101,5.439972411751739,25-40,Low
87,23,412251.09,35108.41477226316,0.464222420737278,1016651.4477861332,48,12.158331116041058,0,1.0219523671051007,2.4660976585559378,<25,Medium
88,40,357836.07,13581.317984517966,0.6190319490337175,1186377.4252431942,48,12.059741393196024,1,0.45544826102694336,3.315421570673952,25-40,Low
89,53,924140.72,26119.319432008975,0.2517333158294279,552410.7079273934,36,8.317390479859439,0,0.33916028847220114,0.5977560516188416,40-60,High
90,24,594426.24,44375.699489643346,0.05,618807.9436050043,12,8.02168256190837,0,0.8958359474099263,1.0410172061129137,<25,High
91,40,253740.09,47276.85152026214,0.6542788171776412,1494983.6728891032,12,9.504940458400537,0,2.2358399031195493,5.891791371592495,25-40,Low
92,35,215437.3,97308.05032028457,0.6803089849819836,1335042.8830345634,36,10.179391343176789,0,5.420122717112659,6.196897580105968,25-40,Low
93,25,1029235.035,97833.29360620333,0.5117164008392077,1577086.7571959344,60,12.81078872345769,0,1.140652507300667,1.532290199581026,<25,High
94,53,560221.45,68038.78974755207,0.6685430796481635,1609641.5810670282,48,9.020153538840118,0,1.4573977432863825,2.8732237601166974,40-60,High
95,34,302355.46,25596.449980123376,0.624790351405879,2163284.5842048256,60,14.048981233570554,0,1.0158817696279752,7.154772677843574,25-40,Low
96,64,251158.71,66343.78123256977,0.7116777751735973,1105995.6342466986,48,8.03825963170397,0,3.169809937273676,4.403572682176535,60+,Low
97,30,748392.42,15583.631399194273,0.36076082957320477,1419252.1108156622,12,8.344586301780007,0,0.2498736916527445,1.89640096944817,25-40,High
98,25,357780.84,14078.160977813117,0.32987036295755456,2910547.6776985805,36,12.659719300395768,0,0.4721827243006009,8.135001521318415,<25,Low
99,64,320275.35,24734.366165735883,0.44422312376080986,2531927.8762617004,48,13.270862184245178,0,0.9267412992877243,7.9054722015344,60+,Low
100,47,1029235.035,18846.167291521313,0.7555365624330184,1497545.5126277634,48,10.266391003321903,1,0.21973018776829312,1.4550082942209244,40-60,High
101,59,975789.68,20743.539168886953,0.4902254806681023,1042389.2929490459,36,13.541824049795139,0,0.2550984860043236,1.0682520160994589,40-60,High
102,37,254190.71,30318.77903782629,0.670560612163086,1962785.5079297475,36,10.358176741807672,1,1.4313085968166008,7.721704337384114,25-40,Low
103,59,881548.2,16614.675822231424,0.5665256959787028,2602596.310829642,60,14.966572232671098,0,0.2261658634964907,2.952301769579522,40-60,High
104,28,531743.99,57400.82950603109,0.05,947992.2282331478,12,12.578391050580175,0,1.2953789173477506,1.7827982000006202,25-40,High
105,50,592560.85,51187.10618965193,0.26251046377424214,1482196.053744819,36,12.242413926210105,0,1.0365944261687607,2.5013398265255273,40-60,High
106,44,439687.88,31718.486681807168,0.875791765607302,1422653.6844154939,12,14.405726773589517,0,0.865663707131718,3.235599044521068,40-60,Medium
107,55,682115.14,51386.41096559516,0.470702849731703,1566118.6784079045,60,9.22325509948292,0,0.9040071029462005,2.295974076177087,40-60,High
108,47,624224.6,43561.48117944133,0.4937469971827088,1320575.3107667894,12,13.57751461339899,0,0.8374193746182,2.11554512713339,40-60,High
109,29,397734.02,40528.72407597148,0.21126673215214847,1030763.5531149886,24,9.746690049855445,0,1.2227887594620588,2.5915901111878448,25-40,Medium
110,56,574820.01,89675.25180127332,0.661812150119446,1653051.822951588,60,10.350964754558266,0,1.8720695224497836,2.8757729275144546,40-60,High
111,51,728576.46,31187.721636129085,0.3706504050857503,1328907.2876826806,24,11.798533145479887,0,0.5136765736756703,1.8239777986824892,40-60,High
112,44,439687.88,32784.75050097243,0.3375375888948082,2539226.495685419,36,11.374738490919633,0,0.894764272355356,5.775065930144399,40-60,Medium
113,58,126839.0,27892.665351087293,0.30792811181276825,1625684.198921037,36,15.050385471003707,1,2.638872777403224,12.816911193883875,40-60,Low
114,35,412673.84,31128.031539376643,0.33702467336803843,2641524.8004379733,12,8.594510338889336,0,0.9051612733012582,6.400998910999479,25-40,Medium
115,57,558361.88,78063.58624315832,0.5985378382380225,2583296.2340531168,60,10.71313983413006,0,1.6776987621681836,4.626562676615955,40-60,High
116,42,387402.29,25426.065789711487,0.64917171533654,469785.70680475305,12,10.933858750282408,0,0.7875864375415486,1.212655988184151,40-60,Medium
117,52,149959.85,10185.165651002548,0.6849871522324397,1659887.6785694011,24,13.898216545359244,0,0.8150314088206314,11.068880627510637,40-60,Low
118,38,398508.15,85740.38214901564,0.6587218503455168,428554.6145497644,48,10.945204767968894,0,2.5818407623236506,1.0753973652728668,25-40,Medium
119,48,159661.77,57524.65241309556,0.7985223130456244,2605206.280634022,24,12.40538193385409,1,4.323488515485872,16.317032440727807,40-60,Low
120,55,439687.88,15003.42524114334,0.4822154962778558,2148927.333163694,12,8.96552865140113,0,0.4094747912854002,4.887392695845276,40-60,Medium
121,59,243583.22,17947.60281474964,0.33725340065581577,367623.7245055177,12,12.509844996983741,1,0.8841792705466152,1.5092325510169284,40-60,Low
122,47,1029235.035,16046.88724612468,0.8233194589649679,682624.1420385019,24,11.325732498572858,0,0.18709297721632276,0.6632344594046022,40-60,High
123,33,596938.45,58070.21587453202,0.5074922459646503,1133422.4250553495,48,11.717522929595997,0,1.1673608736284022,1.8987257816201144,25-40,High
124,21,462729.0,99992.15136366918,0.8834048837060535,1700015.6649127633,48,13.776681758914599,1,2.593107015907864,3.6738904735012574,<25,Medium
125,58,263192.27,83698.81284760762,0.99,784886.1192895129,12,14.340502133931253,1,3.816167375171358,2.98217770335547,40-60,Low
126,25,439687.88,87084.02691720538,0.4693299152204912,2329402.4985025595,24,12.07105988055717,0,2.3767048639286226,5.297854692975752,<25,Medium
127,24,481166.06,56148.97885323119,0.6915843979362324,2270834.681558529,60,9.976418347015365,0,1.4003226791157595,4.719440688644018,<25,Medium
128,64,270251.21,26140.384024169594,0.35941028854500884,841858.7425819687,24,9.4439023851697,1,1.1607149077705707,3.1150970335413803,60+,Low
129,52,568199.56,34895.386119385956,0.5590105369157099,716006.9769958366,36,11.707251676762805,0,0.7369675425877336,1.2601329311058187,40-60,High
130,59,722092.69,99542.40363503472,0.7570515183172648,445787.2724102809,60,8.016709768249386,1,1.65423201226482,0.6173546396242855,40-60,High
131,56,367260.89,40490.12326910405,0.5634626901505805,2353008.4409063244,48,15.382678178961559,0,1.3229872618052212,6.406912647045876,40-60,Medium
132,29,492204.42,12249.453969311427,0.6449616669826246,1145045.6442825035,24,9.622982862973059,0,0.29864308742237045,2.326361970261266,25-40,Medium
133,21,439687.88,90249.96675482571,0.5534349346959133,218210.934358923,24,12.847775295820034,0,2.463109970322376,0.496285988958629,<25,Medium
134,40,512010.0,31860.43954311079,0.325567945305426,287762.7163365028,24,9.823279618547357,1,0.7467144675247154,0.5620255782826562,25-40,Medium
135,48,274862.74,69395.94975038295,0.32562023467430623,2406450.566260345,12,15.158904125330777,1,3.0296991036493175,8.755099240662249,40-60,Low
136,58,208656.41,40664.85201467678,0.487669370198933,2874710.953742303,24,13.322972266587211,1,2.338668743395524,13.7772472637783,40-60,Low
137,65,420970.7,75650.93965155618,0.8072543604418799,704510.7556718707,48,8.67936534905595,0,2.156471402448375,1.6735386944313955,60+,Medium
138,57,268069.4,33015.21585435142,0.1339777808620745,866170.1464188459,24,12.236819523157083,0,1.4779105345564136,3.231141437324983,40-60,Low
139,23,878873.34,97874.78051820106,0.5573404069438019,2667576.1852312917,60,9.498246105145519,0,1.3363670426257472,3.0352225557681516,<25,High
140,32,546913.86,73001.50472821074,0.589757505963849,288457.4772481121,24,8.979251902455747,0,1.6017477720139126,0.5274276231509513,25-40,High
141,59,541409.81,31649.019726338393,0.27980840746200497,1190011.6851692533,48,11.828806216986433,1,0.7014801536678116,2.1979869281815434,40-60,High
142,25,271973.94,94190.25501994252,0.5528399323019297,461446.08513878373,24,15.534224987944896,1,4.155850594506629,1.69665551463785,<25,Low
143,62,430816.51,18972.944915873122,0.17599171653482976,1315239.6033837176,36,13.603364354384567,0,0.528474034085828,3.052899721470093,60+,Medium
144,42,670397.04,20070.421823263343,0.28068000822095307,1896719.0595107926,48,12.803702579800394,0,0.35925734677939525,2.82924736587559,40-60,High
145,40,472782.48,51026.778006769135,0.5373714267522754,2894582.776589794,12,14.279034752421296,0,1.2951438811379594,6.122440866653506,25-40,Medium
146,24,621599.27,24361.361152545724,0.6875939533739208,1263470.5338930225,12,14.803923099346044,0,0.47029709965802996,2.032612641087919,<25,High
147,21,793776.52,82023.81319439398,0.40867851847803705,403076.5384341884,36,11.912986405784041,1,1.2400036200777615,0.5077959958228399,<25,High
148,50,721365.93,59335.52880237215,0.6535935443881927,1898418.0147951224,60,14.691770299380341,0,0.9870529172738526,2.631699025202261,40-60,High
149,60,664504.8,99351.21129708082,0.22755521179864596,1760412.5013896977,12,10.09872534862761,0,1.7941398400206736,2.6492096090046267,40-60,High
150,33,439206.01,29812.879296887168,0.99,2367978.150153552,60,10.682486632592925,0,0.8145483973742663,5.391497603034968,25-40,Medium
151,64,713994.3,62273.68274730129,0.5607376113783026,830762.8693034721,36,11.483248848116556,0,1.0466248721700095,1.1635427191834333,60+,High
152,33,307643.2,99673.44799961285,0.4513902672350187,1098239.0922229039,24,11.106691245727873,0,3.8878849784274583,3.569846797273282,25-40,Low
153,61,473236.14,63782.3426080225,0.8505371881056376,814041.2525208611,12,11.723536692838739,0,1.617349239845186,1.7201586770631276,60+,Medium
154,52,540628.17,76990.39756789213,0.887743632981223,2722065.8308200776,48,12.445055842819343,0,1.7089097869515484,5.035005539611592,40-60,High
155,37,453795.23,16212.592128847034,0.657822769159194,1816222.7531190321,48,11.952672044876692,1,0.42872003204212705,4.002295822102476,25-40,Medium
156,28,689315.11,82820.52285416906,0.7212496886280502,2214069.4648766844,60,8.870678915247897,1,1.4417880296429721,3.2119845231256927,25-40,High
157,48,439687.88,83691.39615031751,0.6495738268466059,299054.05870422407,12,10.040254885783234,0,2.284112888906126,0.6801507894741698,40-60,Medium
158,21,791412.32,91695.62099875775,0.18019809409736803,2623295.2789280247,36,13.001114825119569,0,1.3903592655533754,3.314701088969685,<25,High
159,36,263335.51,13284.291373903965,0.3643113521440934,732325.4690317371,12,10.509079857702195,0,0.6053551094831364,2.780959806870471,25-40,Low
160,38,153581.86,74535.80268424767,0.4131720212455965,1097451.5273771486,24,15.836872145505872,0,5.823797369109686,7.145710615675242,25-40,Low
161,50,474177.17,65439.71658714016,0.6024033112329346,2200230.192240189,60,14.789680456461177,0,1.656082681175228,4.640101488311192,40-60,Medium
162,55,484195.91,63039.50031581223,0.5470071194777908,1423823.1841803568,36,9.128840567349112,0,1.5623304289987636,2.940593166473374,40-60,Medium
163,64,359130.54,95820.20176101645,0.6309385090034303,774583.5778292449,12,10.277803117368311,1,3.2017394597858413,2.156830153818845,60+,Low
164,57,339920.15,69228.63398318147,0.23698325315504948,1963633.7272100858,36,15.440854919716651,0,2.4439375182617966,5.7767500020522045,40-60,Low
165,30,551922.35,27519.435769181433,0.582757361440568,295936.6814438287,24,13.714314958778036,0,0.598332771322229,0.5361926028975429,25-40,High
166,22,731498.35,15321.04787942821,0.4973723374329438,955982.5278135021,36,8.195677667452639,0,0.2513369641273128,1.3068826851263604,<25,High
167,43,428860.01,40954.06011009211,0.4766678098300165,1054415.2878593137,48,11.880973310012742,0,1.1459420553599888,2.4586467921299393,40-60,Medium
168,46,1029235.035,33060.213043996955,0.83342817230624,2542865.1236352893,60,10.664004353529261,0,0.3854538011601631,2.4706359938818925,40-60,High
169,44,409217.32,53909.31678839535,0.1859528753149567,1333368.8463258727,36,12.208484291968755,0,1.5808514689963373,3.2583392274937744,40-60,Medium
170,29,439687.88,60908.077434489314,0.6044351200514633,734186.2189400085,36,11.670527809793153,0,1.662308565825994,1.6697895310191597,25-40,Medium
171,35,745434.99,85322.14075365389,0.6630614294417201,2114556.4221384916,48,9.085866260630105,0,1.3735143946541155,2.8366744927528713,25-40,High
172,31,233290.11,65490.696638633235,0.5626176571208873,2764463.3763492876,36,10.43459544990209,0,3.3687170007489766,11.849895292814976,25-40,Low
173,57,314099.33,67040.42556978599,0.5354066140598199,452861.4215762283,60,11.5197380955015,0,2.5612442625631577,1.4417777381958385,40-60,Low
174,52,327406.53,13091.715239432437,0.4207306384258351,2865120.102408733,48,11.241426360408704,0,0.47983338289920247,8.750955890857561,40-60,Low
175,62,334611.39,75470.80581621965,0.48229455304345636,1695394.7811470407,24,14.645513069900232,0,2.7065715539289794,5.066757533708104,60+,Low
176,30,506893.24,88438.93686577496,0.5591238142850727,1155581.1719310142,24,10.752872753463901,1,2.0936701432224654,2.2797328524858886,25-40,Medium
177,65,270924.92,92273.94297155344,0.4432869260772494,2438630.8546489216,60,12.647313761020408,1,4.087063366701894,9.001131585270642,60+,Low
178,36,280130.52,20780.410949475707,0.8217706391259405,491875.2909988185,12,14.442188670699966,0,0.8901740923970315,1.7558789774095964,25-40,Low
179,40,236989.0,46914.035553231406,0.6597194015914607,2427233.414552021,24,14.738101993305872,0,2.3755044607082056,10.241966566178265,25-40,Low
180,63,358566.55,71936.75054975093,0.6874694240124838,1471429.855690862,24,8.082547206168467,1,2.4074777934445115,4.1036450714403285,60+,Low
181,56,427213.01,73551.68118771006,0.37794888147107364,2867942.1485048593,60,9.118658571499008,0,2.0659955422530802,6.7131432830307745,40-60,Medium
182,65,281225.35,84524.1793226222,0.6048824656524648,1884096.982093518,60,11.073627915788597,0,3.606681089992302,6.699598674491891,60+,Low
183,48,1029235.035,20008.625716962233,0.6517205772607019,2212536.9087470095,48,11.802285421085038,0,0.23328345852854376,2.149690627998307,40-60,High
184,31,556701.1,89838.55722128625,0.3209854048090731,187214.55445572335,12,9.220046616813995,1,1.936519770942495,0.3362927690563632,25-40,High
185,41,341306.34,11459.730098487044,0.5741703396018255,1339763.2877059598,12,11.370253020110662,1,0.40291299945334885,3.9253981854130213,40-60,Low
186,25,413827.16,69742.23910766123,0.6824430288755811,2537434.434410086,12,15.86282123156256,0,2.0223584872774776,6.131628563021542,<25,Medium
187,22,511820.11,82553.13327536875,0.47281772001857736,2078828.6934400261,36,11.276313864557844,0,1.9355191012413033,4.06163933933746,<25,Medium
188,23,772637.29,95334.32277097576,0.6409768992367567,2146983.698634645,48,8.290272444545536,0,1.4806583736745467,2.77877307557165,<25,High
189,32,215200.24,55554.57327079482,0.19767683034494016,1036153.814596999,36,11.822394064576372,0,3.09783520338796,4.814835776191509,25-40,Low
190,49,398296.09,36451.30051902177,0.20406768857335722,2105499.364750958,36,8.155699168804947,1,1.0982171736314588,5.2862667186889984,40-60,Medium
191,42,511910.31,74042.12755426863,0.3094799322411316,1293050.0075092716,60,15.189357925534196,0,1.7356664112727551,2.525930777813933,40-60,Medium
192,26,329400.04,57674.23002041643,0.4676653221200929,1201073.0840894065,12,14.966666173262464,0,2.101064590778426,3.646244499816717,25-40,Low
193,21,615690.13,28172.094842325187,0.6520743525417538,1213388.118471857,60,14.344440480912198,0,0.549083250868261,1.970777277965877,<25,High
194,58,966686.52,83847.60901293132,0.33276648371475515,2972622.0399405463,24,13.48942181116187,0,1.0408454936923874,3.0750630927806317,40-60,High
195,46,376800.95,21046.140786870106,0.46022318067652096,440761.42207161005,36,9.03351202039863,1,0.6702575708538985,1.1697460478048425,40-60,Medium
196,56,338014.43,97593.01912122619,0.3224444936468826,1001713.1820667438,36,13.785450996414113,1,3.464692999806885,2.963521948062229,40-60,Low
197,39,447945.79,51296.67929612467,0.05,2468995.5516188266,24,8.298434936671207,0,1.3741844778884875,5.511817739416251,25-40,Medium
